2026-01-09 02:03:48 startup archives install
2026-01-09 02:10:40 startup archives unpack
2026-01-09 02:10:40 upgrade gcc-12-base:amd64 12-20220319-1ubuntu1 12.3.0-1ubuntu1~22.04.2
2026-01-09 02:10:40 status half-configured gcc-12-base:amd64 12-20220319-1ubuntu1
2026-01-09 02:10:40 status unpacked gcc-12-base:amd64 12-20220319-1ubuntu1
2026-01-09 02:10:40 status half-installed gcc-12-base:amd64 12-20220319-1ubuntu1
2026-01-09 02:10:40 status unpacked gcc-12-base:amd64 12.3.0-1ubuntu1~22.04.2
2026-01-09 02:10:40 startup packages configure
2026-01-09 02:10:40 configure gcc-12-base:amd64 12.3.0-1ubuntu1~22.04.2 <none>
2026-01-09 02:10:40 status unpacked gcc-12-base:amd64 12.3.0-1ubuntu1~22.04.2
2026-01-09 02:10:40 status half-configured gcc-12-base:amd64 12.3.0-1ubuntu1~22.04.2
2026-01-09 02:10:40 status installed gcc-12-base:amd64 12.3.0-1ubuntu1~22.04.2
2026-01-09 02:10:40 startup archives unpack
2026-01-09 02:10:40 upgrade libgcc-s1:amd64 12-20220319-1ubuntu1 12.3.0-1ubuntu1~22.04.2
2026-01-09 02:10:40 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2026-01-09 02:10:40 status half-configured libgcc-s1:amd64 12-20220319-1ubuntu1
2026-01-09 02:10:40 status unpacked libgcc-s1:amd64 12-20220319-1ubuntu1
2026-01-09 02:10:40 status half-installed libgcc-s1:amd64 12-20220319-1ubuntu1
2026-01-09 02:10:40 status unpacked libgcc-s1:amd64 12.3.0-1ubuntu1~22.04.2
2026-01-09 02:10:40 startup packages configure
2026-01-09 02:10:40 configure libgcc-s1:amd64 12.3.0-1ubuntu1~22.04.2 <none>
2026-01-09 02:10:40 status unpacked libgcc-s1:amd64 12.3.0-1ubuntu1~22.04.2
2026-01-09 02:10:40 status half-configured libgcc-s1:amd64 12.3.0-1ubuntu1~22.04.2
2026-01-09 02:10:40 status installed libgcc-s1:amd64 12.3.0-1ubuntu1~22.04.2
2026-01-09 02:10:40 startup archives unpack
2026-01-09 02:10:40 upgrade libstdc++6:amd64 12-20220319-1ubuntu1 12.3.0-1ubuntu1~22.04.2
2026-01-09 02:10:40 status half-configured libstdc++6:amd64 12-20220319-1ubuntu1
2026-01-09 02:10:40 status unpacked libstdc++6:amd64 12-20220319-1ubuntu1
2026-01-09 02:10:40 status half-installed libstdc++6:amd64 12-20220319-1ubuntu1
2026-01-09 02:10:40 status unpacked libstdc++6:amd64 12.3.0-1ubuntu1~22.04.2
2026-01-09 02:10:40 startup packages configure
2026-01-09 02:10:40 configure libstdc++6:amd64 12.3.0-1ubuntu1~22.04.2 <none>
2026-01-09 02:10:40 status unpacked libstdc++6:amd64 12.3.0-1ubuntu1~22.04.2
2026-01-09 02:10:40 status half-configured libstdc++6:amd64 12.3.0-1ubuntu1~22.04.2
2026-01-09 02:10:40 status installed libstdc++6:amd64 12.3.0-1ubuntu1~22.04.2
2026-01-09 02:10:40 startup archives unpack
2026-01-09 02:10:40 upgrade libc6:amd64 2.35-0ubuntu3 2.35-0ubuntu3.11
2026-01-09 02:10:40 status half-configured libc6:amd64 2.35-0ubuntu3
2026-01-09 02:10:40 status unpacked libc6:amd64 2.35-0ubuntu3
2026-01-09 02:10:40 status half-installed libc6:amd64 2.35-0ubuntu3
2026-01-09 02:10:41 status unpacked libc6:amd64 2.35-0ubuntu3.11
2026-01-09 02:10:41 startup packages configure
2026-01-09 02:10:41 configure libc6:amd64 2.35-0ubuntu3.11 <none>
2026-01-09 02:10:41 status unpacked libc6:amd64 2.35-0ubuntu3.11
2026-01-09 02:10:41 status half-configured libc6:amd64 2.35-0ubuntu3.11
2026-01-09 02:10:41 status installed libc6:amd64 2.35-0ubuntu3.11
2026-01-09 02:10:41 startup archives unpack
2026-01-09 02:10:41 upgrade base-files:amd64 12ubuntu4 12ubuntu4.7
2026-01-09 02:10:41 status half-configured base-files:amd64 12ubuntu4
2026-01-09 02:10:41 status unpacked base-files:amd64 12ubuntu4
2026-01-09 02:10:41 status half-installed base-files:amd64 12ubuntu4
2026-01-09 02:10:41 status unpacked base-files:amd64 12ubuntu4.7
2026-01-09 02:10:41 startup packages configure
2026-01-09 02:10:41 configure base-files:amd64 12ubuntu4.7 <none>
2026-01-09 02:10:41 status unpacked base-files:amd64 12ubuntu4.7
2026-01-09 02:10:41 status half-configured base-files:amd64 12ubuntu4.7
2026-01-09 02:10:41 status installed base-files:amd64 12ubuntu4.7
2026-01-09 02:10:41 startup archives unpack
2026-01-09 02:10:41 upgrade bash:amd64 5.1-6ubuntu1 5.1-6ubuntu1.1
2026-01-09 02:10:41 status half-configured bash:amd64 5.1-6ubuntu1
2026-01-09 02:10:41 status unpacked bash:amd64 5.1-6ubuntu1
2026-01-09 02:10:41 status half-installed bash:amd64 5.1-6ubuntu1
2026-01-09 02:10:41 status unpacked bash:amd64 5.1-6ubuntu1.1
2026-01-09 02:10:41 startup packages configure
2026-01-09 02:10:41 configure bash:amd64 5.1-6ubuntu1.1 <none>
2026-01-09 02:10:41 status unpacked bash:amd64 5.1-6ubuntu1.1
2026-01-09 02:10:41 status half-configured bash:amd64 5.1-6ubuntu1.1
2026-01-09 02:10:41 status installed bash:amd64 5.1-6ubuntu1.1
2026-01-09 02:10:41 startup archives unpack
2026-01-09 02:10:41 upgrade bsdutils:amd64 1:2.37.2-4ubuntu3 1:2.37.2-4ubuntu3.4
2026-01-09 02:10:41 status half-configured bsdutils:amd64 1:2.37.2-4ubuntu3
2026-01-09 02:10:41 status unpacked bsdutils:amd64 1:2.37.2-4ubuntu3
2026-01-09 02:10:41 status half-installed bsdutils:amd64 1:2.37.2-4ubuntu3
2026-01-09 02:10:41 status unpacked bsdutils:amd64 1:2.37.2-4ubuntu3.4
2026-01-09 02:10:41 startup packages configure
2026-01-09 02:10:41 configure bsdutils:amd64 1:2.37.2-4ubuntu3.4 <none>
2026-01-09 02:10:41 status unpacked bsdutils:amd64 1:2.37.2-4ubuntu3.4
2026-01-09 02:10:41 status half-configured bsdutils:amd64 1:2.37.2-4ubuntu3.4
2026-01-09 02:10:41 status installed bsdutils:amd64 1:2.37.2-4ubuntu3.4
2026-01-09 02:10:41 startup archives unpack
2026-01-09 02:10:41 upgrade coreutils:amd64 8.32-4.1ubuntu1 8.32-4.1ubuntu1.2
2026-01-09 02:10:41 status half-configured coreutils:amd64 8.32-4.1ubuntu1
2026-01-09 02:10:41 status unpacked coreutils:amd64 8.32-4.1ubuntu1
2026-01-09 02:10:41 status half-installed coreutils:amd64 8.32-4.1ubuntu1
2026-01-09 02:10:41 status unpacked coreutils:amd64 8.32-4.1ubuntu1.2
2026-01-09 02:10:41 startup packages configure
2026-01-09 02:10:41 configure coreutils:amd64 8.32-4.1ubuntu1.2 <none>
2026-01-09 02:10:41 status unpacked coreutils:amd64 8.32-4.1ubuntu1.2
2026-01-09 02:10:41 status half-configured coreutils:amd64 8.32-4.1ubuntu1.2
2026-01-09 02:10:41 status installed coreutils:amd64 8.32-4.1ubuntu1.2
2026-01-09 02:10:41 startup archives unpack
2026-01-09 02:10:41 upgrade libsystemd0:amd64 249.11-0ubuntu3 249.11-0ubuntu3.17
2026-01-09 02:10:41 status half-configured libsystemd0:amd64 249.11-0ubuntu3
2026-01-09 02:10:41 status unpacked libsystemd0:amd64 249.11-0ubuntu3
2026-01-09 02:10:41 status half-installed libsystemd0:amd64 249.11-0ubuntu3
2026-01-09 02:10:41 status unpacked libsystemd0:amd64 249.11-0ubuntu3.17
2026-01-09 02:10:41 startup packages configure
2026-01-09 02:10:41 configure libsystemd0:amd64 249.11-0ubuntu3.17 <none>
2026-01-09 02:10:41 status unpacked libsystemd0:amd64 249.11-0ubuntu3.17
2026-01-09 02:10:41 status half-configured libsystemd0:amd64 249.11-0ubuntu3.17
2026-01-09 02:10:41 status installed libsystemd0:amd64 249.11-0ubuntu3.17
2026-01-09 02:10:41 startup archives unpack
2026-01-09 02:10:41 upgrade libudev1:amd64 249.11-0ubuntu3 249.11-0ubuntu3.17
2026-01-09 02:10:41 status half-configured libudev1:amd64 249.11-0ubuntu3
2026-01-09 02:10:41 status unpacked libudev1:amd64 249.11-0ubuntu3
2026-01-09 02:10:41 status half-installed libudev1:amd64 249.11-0ubuntu3
2026-01-09 02:10:41 status unpacked libudev1:amd64 249.11-0ubuntu3.17
2026-01-09 02:10:41 startup packages configure
2026-01-09 02:10:41 configure libudev1:amd64 249.11-0ubuntu3.17 <none>
2026-01-09 02:10:41 status unpacked libudev1:amd64 249.11-0ubuntu3.17
2026-01-09 02:10:41 status half-configured libudev1:amd64 249.11-0ubuntu3.17
2026-01-09 02:10:41 status installed libudev1:amd64 249.11-0ubuntu3.17
2026-01-09 02:10:41 startup archives unpack
2026-01-09 02:10:41 upgrade zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9 1:1.2.11.dfsg-2ubuntu9.2
2026-01-09 02:10:41 status half-configured zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9
2026-01-09 02:10:41 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9
2026-01-09 02:10:41 status half-installed zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9
2026-01-09 02:10:41 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9.2
2026-01-09 02:10:41 startup packages configure
2026-01-09 02:10:41 configure zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9.2 <none>
2026-01-09 02:10:41 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9.2
2026-01-09 02:10:41 status half-configured zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9.2
2026-01-09 02:10:41 status installed zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9.2
2026-01-09 02:10:41 startup archives unpack
2026-01-09 02:10:41 upgrade libapt-pkg6.0:amd64 2.4.5 2.4.14
2026-01-09 02:10:41 status half-configured libapt-pkg6.0:amd64 2.4.5
2026-01-09 02:10:41 status unpacked libapt-pkg6.0:amd64 2.4.5
2026-01-09 02:10:41 status half-installed libapt-pkg6.0:amd64 2.4.5
2026-01-09 02:10:42 status unpacked libapt-pkg6.0:amd64 2.4.14
2026-01-09 02:10:42 startup packages configure
2026-01-09 02:10:42 configure libapt-pkg6.0:amd64 2.4.14 <none>
2026-01-09 02:10:42 status unpacked libapt-pkg6.0:amd64 2.4.14
2026-01-09 02:10:42 status half-configured libapt-pkg6.0:amd64 2.4.14
2026-01-09 02:10:42 status installed libapt-pkg6.0:amd64 2.4.14
2026-01-09 02:10:42 startup archives unpack
2026-01-09 02:10:42 upgrade tar:amd64 1.34+dfsg-1build3 1.34+dfsg-1ubuntu0.1.22.04.2
2026-01-09 02:10:42 status half-configured tar:amd64 1.34+dfsg-1build3
2026-01-09 02:10:42 status unpacked tar:amd64 1.34+dfsg-1build3
2026-01-09 02:10:42 status half-installed tar:amd64 1.34+dfsg-1build3
2026-01-09 02:10:42 status unpacked tar:amd64 1.34+dfsg-1ubuntu0.1.22.04.2
2026-01-09 02:10:42 startup packages configure
2026-01-09 02:10:42 configure tar:amd64 1.34+dfsg-1ubuntu0.1.22.04.2 <none>
2026-01-09 02:10:42 status unpacked tar:amd64 1.34+dfsg-1ubuntu0.1.22.04.2
2026-01-09 02:10:42 status half-configured tar:amd64 1.34+dfsg-1ubuntu0.1.22.04.2
2026-01-09 02:10:42 status installed tar:amd64 1.34+dfsg-1ubuntu0.1.22.04.2
2026-01-09 02:10:42 startup archives unpack
2026-01-09 02:10:42 upgrade dpkg:amd64 1.21.1ubuntu2 1.21.1ubuntu2.6
2026-01-09 02:10:42 status half-configured dpkg:amd64 1.21.1ubuntu2
2026-01-09 02:10:42 status unpacked dpkg:amd64 1.21.1ubuntu2
2026-01-09 02:10:42 status half-installed dpkg:amd64 1.21.1ubuntu2
2026-01-09 02:10:42 status unpacked dpkg:amd64 1.21.1ubuntu2.6
2026-01-09 02:10:42 startup packages configure
2026-01-09 02:10:42 configure dpkg:amd64 1.21.1ubuntu2.6 <none>
2026-01-09 02:10:42 status unpacked dpkg:amd64 1.21.1ubuntu2.6
2026-01-09 02:10:42 status half-configured dpkg:amd64 1.21.1ubuntu2.6
2026-01-09 02:10:42 status installed dpkg:amd64 1.21.1ubuntu2.6
2026-01-09 02:10:42 startup archives unpack
2026-01-09 02:10:42 upgrade gzip:amd64 1.10-4ubuntu4 1.10-4ubuntu4.1
2026-01-09 02:10:42 status half-configured gzip:amd64 1.10-4ubuntu4
2026-01-09 02:10:42 status unpacked gzip:amd64 1.10-4ubuntu4
2026-01-09 02:10:42 status half-installed gzip:amd64 1.10-4ubuntu4
2026-01-09 02:10:42 status unpacked gzip:amd64 1.10-4ubuntu4.1
2026-01-09 02:10:42 startup packages configure
2026-01-09 02:10:42 configure gzip:amd64 1.10-4ubuntu4.1 <none>
2026-01-09 02:10:42 status unpacked gzip:amd64 1.10-4ubuntu4.1
2026-01-09 02:10:42 status half-configured gzip:amd64 1.10-4ubuntu4.1
2026-01-09 02:10:42 status installed gzip:amd64 1.10-4ubuntu4.1
2026-01-09 02:10:42 startup archives unpack
2026-01-09 02:10:42 upgrade login:amd64 1:4.8.1-2ubuntu2 1:4.8.1-2ubuntu2.2
2026-01-09 02:10:42 status half-configured login:amd64 1:4.8.1-2ubuntu2
2026-01-09 02:10:42 status unpacked login:amd64 1:4.8.1-2ubuntu2
2026-01-09 02:10:42 status half-installed login:amd64 1:4.8.1-2ubuntu2
2026-01-09 02:10:42 status unpacked login:amd64 1:4.8.1-2ubuntu2.2
2026-01-09 02:10:42 startup packages configure
2026-01-09 02:10:42 configure login:amd64 1:4.8.1-2ubuntu2.2 <none>
2026-01-09 02:10:42 status unpacked login:amd64 1:4.8.1-2ubuntu2.2
2026-01-09 02:10:42 status half-configured login:amd64 1:4.8.1-2ubuntu2.2
2026-01-09 02:10:42 status installed login:amd64 1:4.8.1-2ubuntu2.2
2026-01-09 02:10:42 startup archives unpack
2026-01-09 02:10:42 upgrade ncurses-bin:amd64 6.3-2 6.3-2ubuntu0.1
2026-01-09 02:10:42 status half-configured ncurses-bin:amd64 6.3-2
2026-01-09 02:10:42 status unpacked ncurses-bin:amd64 6.3-2
2026-01-09 02:10:42 status half-installed ncurses-bin:amd64 6.3-2
2026-01-09 02:10:42 status unpacked ncurses-bin:amd64 6.3-2ubuntu0.1
2026-01-09 02:10:42 startup packages configure
2026-01-09 02:10:42 configure ncurses-bin:amd64 6.3-2ubuntu0.1 <none>
2026-01-09 02:10:42 status unpacked ncurses-bin:amd64 6.3-2ubuntu0.1
2026-01-09 02:10:42 status half-configured ncurses-bin:amd64 6.3-2ubuntu0.1
2026-01-09 02:10:42 status installed ncurses-bin:amd64 6.3-2ubuntu0.1
2026-01-09 02:10:42 startup archives unpack
2026-01-09 02:10:42 upgrade perl-base:amd64 5.34.0-3ubuntu1 5.34.0-3ubuntu1.5
2026-01-09 02:10:42 status half-configured perl-base:amd64 5.34.0-3ubuntu1
2026-01-09 02:10:42 status unpacked perl-base:amd64 5.34.0-3ubuntu1
2026-01-09 02:10:42 status half-installed perl-base:amd64 5.34.0-3ubuntu1
2026-01-09 02:10:42 status unpacked perl-base:amd64 5.34.0-3ubuntu1.5
2026-01-09 02:10:42 startup packages configure
2026-01-09 02:10:42 configure perl-base:amd64 5.34.0-3ubuntu1.5 <none>
2026-01-09 02:10:42 status unpacked perl-base:amd64 5.34.0-3ubuntu1.5
2026-01-09 02:10:42 status half-configured perl-base:amd64 5.34.0-3ubuntu1.5
2026-01-09 02:10:42 status installed perl-base:amd64 5.34.0-3ubuntu1.5
2026-01-09 02:10:42 startup archives unpack
2026-01-09 02:10:42 upgrade util-linux:amd64 2.37.2-4ubuntu3 2.37.2-4ubuntu3.4
2026-01-09 02:10:42 status half-configured util-linux:amd64 2.37.2-4ubuntu3
2026-01-09 02:10:42 status unpacked util-linux:amd64 2.37.2-4ubuntu3
2026-01-09 02:10:42 status half-installed util-linux:amd64 2.37.2-4ubuntu3
2026-01-09 02:10:42 status unpacked util-linux:amd64 2.37.2-4ubuntu3.4
2026-01-09 02:10:43 startup packages configure
2026-01-09 02:10:43 configure util-linux:amd64 2.37.2-4ubuntu3.4 <none>
2026-01-09 02:10:43 status unpacked util-linux:amd64 2.37.2-4ubuntu3.4
2026-01-09 02:10:43 status half-configured util-linux:amd64 2.37.2-4ubuntu3.4
2026-01-09 02:10:43 status installed util-linux:amd64 2.37.2-4ubuntu3.4
2026-01-09 02:10:43 startup archives unpack
2026-01-09 02:10:43 upgrade libc-bin:amd64 2.35-0ubuntu3 2.35-0ubuntu3.11
2026-01-09 02:10:43 status half-configured libc-bin:amd64 2.35-0ubuntu3
2026-01-09 02:10:43 status unpacked libc-bin:amd64 2.35-0ubuntu3
2026-01-09 02:10:43 status half-installed libc-bin:amd64 2.35-0ubuntu3
2026-01-09 02:10:43 status unpacked libc-bin:amd64 2.35-0ubuntu3.11
2026-01-09 02:10:43 startup packages configure
2026-01-09 02:10:43 configure libc-bin:amd64 2.35-0ubuntu3.11 <none>
2026-01-09 02:10:43 status unpacked libc-bin:amd64 2.35-0ubuntu3.11
2026-01-09 02:10:43 status half-configured libc-bin:amd64 2.35-0ubuntu3.11
2026-01-09 02:10:43 status installed libc-bin:amd64 2.35-0ubuntu3.11
2026-01-09 02:10:43 startup archives unpack
2026-01-09 02:10:43 upgrade ncurses-base:all 6.3-2 6.3-2ubuntu0.1
2026-01-09 02:10:43 status half-configured ncurses-base:all 6.3-2
2026-01-09 02:10:43 status unpacked ncurses-base:all 6.3-2
2026-01-09 02:10:43 status half-installed ncurses-base:all 6.3-2
2026-01-09 02:10:43 status unpacked ncurses-base:all 6.3-2ubuntu0.1
2026-01-09 02:10:43 startup packages configure
2026-01-09 02:10:43 configure ncurses-base:all 6.3-2ubuntu0.1 <none>
2026-01-09 02:10:43 status unpacked ncurses-base:all 6.3-2ubuntu0.1
2026-01-09 02:10:43 status half-configured ncurses-base:all 6.3-2ubuntu0.1
2026-01-09 02:10:43 status installed ncurses-base:all 6.3-2ubuntu0.1
2026-01-09 02:10:43 startup archives unpack
2026-01-09 02:10:43 upgrade gpgv:amd64 2.2.27-3ubuntu2 2.2.27-3ubuntu2.5
2026-01-09 02:10:43 status half-configured gpgv:amd64 2.2.27-3ubuntu2
2026-01-09 02:10:43 status unpacked gpgv:amd64 2.2.27-3ubuntu2
2026-01-09 02:10:43 status half-installed gpgv:amd64 2.2.27-3ubuntu2
2026-01-09 02:10:43 status unpacked gpgv:amd64 2.2.27-3ubuntu2.5
2026-01-09 02:10:43 startup packages configure
2026-01-09 02:10:43 configure gpgv:amd64 2.2.27-3ubuntu2.5 <none>
2026-01-09 02:10:43 status unpacked gpgv:amd64 2.2.27-3ubuntu2.5
2026-01-09 02:10:43 status half-configured gpgv:amd64 2.2.27-3ubuntu2.5
2026-01-09 02:10:43 status installed gpgv:amd64 2.2.27-3ubuntu2.5
2026-01-09 02:10:43 startup archives unpack
2026-01-09 02:10:43 upgrade libtasn1-6:amd64 4.18.0-4build1 4.18.0-4ubuntu0.1
2026-01-09 02:10:43 status triggers-pending libc-bin:amd64 2.35-0ubuntu3.11
2026-01-09 02:10:43 status half-configured libtasn1-6:amd64 4.18.0-4build1
2026-01-09 02:10:43 status unpacked libtasn1-6:amd64 4.18.0-4build1
2026-01-09 02:10:43 status half-installed libtasn1-6:amd64 4.18.0-4build1
2026-01-09 02:10:43 status unpacked libtasn1-6:amd64 4.18.0-4ubuntu0.1
2026-01-09 02:10:43 startup packages configure
2026-01-09 02:10:43 configure libtasn1-6:amd64 4.18.0-4ubuntu0.1 <none>
2026-01-09 02:10:43 status unpacked libtasn1-6:amd64 4.18.0-4ubuntu0.1
2026-01-09 02:10:43 status half-configured libtasn1-6:amd64 4.18.0-4ubuntu0.1
2026-01-09 02:10:43 status installed libtasn1-6:amd64 4.18.0-4ubuntu0.1
2026-01-09 02:10:43 startup archives unpack
2026-01-09 02:10:43 upgrade libgnutls30:amd64 3.7.3-4ubuntu1 3.7.3-4ubuntu1.7
2026-01-09 02:10:43 status half-configured libgnutls30:amd64 3.7.3-4ubuntu1
2026-01-09 02:10:43 status unpacked libgnutls30:amd64 3.7.3-4ubuntu1
2026-01-09 02:10:43 status half-installed libgnutls30:amd64 3.7.3-4ubuntu1
2026-01-09 02:10:43 status unpacked libgnutls30:amd64 3.7.3-4ubuntu1.7
2026-01-09 02:10:43 startup packages configure
2026-01-09 02:10:43 configure libgnutls30:amd64 3.7.3-4ubuntu1.7 <none>
2026-01-09 02:10:43 status unpacked libgnutls30:amd64 3.7.3-4ubuntu1.7
2026-01-09 02:10:43 status half-configured libgnutls30:amd64 3.7.3-4ubuntu1.7
2026-01-09 02:10:43 status installed libgnutls30:amd64 3.7.3-4ubuntu1.7
2026-01-09 02:10:43 startup archives unpack
2026-01-09 02:10:43 upgrade libseccomp2:amd64 2.5.3-2ubuntu2 2.5.3-2ubuntu3~22.04.1
2026-01-09 02:10:43 status half-configured libseccomp2:amd64 2.5.3-2ubuntu2
2026-01-09 02:10:43 status unpacked libseccomp2:amd64 2.5.3-2ubuntu2
2026-01-09 02:10:43 status half-installed libseccomp2:amd64 2.5.3-2ubuntu2
2026-01-09 02:10:43 status unpacked libseccomp2:amd64 2.5.3-2ubuntu3~22.04.1
2026-01-09 02:10:43 startup packages configure
2026-01-09 02:10:43 configure libseccomp2:amd64 2.5.3-2ubuntu3~22.04.1 <none>
2026-01-09 02:10:43 status unpacked libseccomp2:amd64 2.5.3-2ubuntu3~22.04.1
2026-01-09 02:10:43 status half-configured libseccomp2:amd64 2.5.3-2ubuntu3~22.04.1
2026-01-09 02:10:43 status installed libseccomp2:amd64 2.5.3-2ubuntu3~22.04.1
2026-01-09 02:10:43 startup archives unpack
2026-01-09 02:10:43 upgrade apt:amd64 2.4.5 2.4.14
2026-01-09 02:10:43 status half-configured apt:amd64 2.4.5
2026-01-09 02:10:43 status unpacked apt:amd64 2.4.5
2026-01-09 02:10:43 status half-installed apt:amd64 2.4.5
2026-01-09 02:10:43 status unpacked apt:amd64 2.4.14
2026-01-09 02:10:43 startup packages configure
2026-01-09 02:10:43 configure apt:amd64 2.4.14 <none>
2026-01-09 02:10:43 status unpacked apt:amd64 2.4.14
2026-01-09 02:10:43 status half-configured apt:amd64 2.4.14
2026-01-09 02:10:43 status installed apt:amd64 2.4.14
2026-01-09 02:10:43 startup archives unpack
2026-01-09 02:10:44 upgrade libpam0g:amd64 1.4.0-11ubuntu2 1.4.0-11ubuntu2.6
2026-01-09 02:10:44 status half-configured libpam0g:amd64 1.4.0-11ubuntu2
2026-01-09 02:10:44 status unpacked libpam0g:amd64 1.4.0-11ubuntu2
2026-01-09 02:10:44 status half-installed libpam0g:amd64 1.4.0-11ubuntu2
2026-01-09 02:10:44 status unpacked libpam0g:amd64 1.4.0-11ubuntu2.6
2026-01-09 02:10:44 startup packages configure
2026-01-09 02:10:44 configure libpam0g:amd64 1.4.0-11ubuntu2.6 <none>
2026-01-09 02:10:44 status unpacked libpam0g:amd64 1.4.0-11ubuntu2.6
2026-01-09 02:10:44 status half-configured libpam0g:amd64 1.4.0-11ubuntu2.6
2026-01-09 02:10:44 status installed libpam0g:amd64 1.4.0-11ubuntu2.6
2026-01-09 02:10:44 startup archives unpack
2026-01-09 02:10:44 upgrade libpam-modules-bin:amd64 1.4.0-11ubuntu2 1.4.0-11ubuntu2.6
2026-01-09 02:10:44 status half-configured libpam-modules-bin:amd64 1.4.0-11ubuntu2
2026-01-09 02:10:44 status unpacked libpam-modules-bin:amd64 1.4.0-11ubuntu2
2026-01-09 02:10:44 status half-installed libpam-modules-bin:amd64 1.4.0-11ubuntu2
